,ini_price,sicks,ranks,horse_items,dad_record,dad_rate,mom_record,mom_rate
679,"8,000천원(개별)",['기타임신검사(초음파) 2019/03/20'],"['제6 2019/04/25 ~ 2019/10/10', '미 2018/11/28 ~ 2019/04/24']","['눈가면 2019/05/02~', '계란형큰고리재갈 2019/05/02~']",None,None,None,None
680,매입,"['소화기 질환 기타 2020/03/16', '운동기질환 기타 2019/04/27', '운동기질환 기타 2019/04/26', '좌전지파행 2019/04/11', '좌전지파행 2019/04/10', '감기 2019/03/16', '감기 2019/03/15', '감기 2019/03/11']","['한3 2020/07/19 ~ 2020/11/22', '한4 2019/04/18 ~ 2020/07/18', '미 2019/02/27 ~ 2019/04/17']","['제주성지 (JEJUSEONGJI) 31~미듬종합', '강태종(9조) 한3~7세', '12전 (0/2/0/1/0) 0.0%~16.7%']",None,None,None,None
681,"40,000천원(개별)","['좌전지파행 2022/08/28', '좌전지파행 2022/08/27', '우전지파행 2020/07/04', '우전지파행 2020/07/03', '운동기질환 기타 2020/05/15', '진정(장제) 2019/07/07']","['제3 2022/05/15 ~ 2023/05/03', '제4 2022/04/24 ~ 2022/05/14', '제3 2020/07/19 ~ 2022/04/23', '제4 2020/01/01 ~ 2020/07/18', '제3 2019/10/13 ~ 2019/12/31', '제4 2019/06/16 ~ 2019/10/12', '제5 2019/05/26 ~ 2019/06/15', '제6 2019/05/02 ~ 2019/05/25', '미 2019/03/27 ~ 2019/05/01']",['눈가면 2020/07/11~'],21전 (4/2/1/2/0),단승 : 19.0%      복승 : 28.6%      연승 : 33.3%,None,None
682,"30,000천원(개별)","['운동기질환 기타 2020/01/04', '운동기질환 기타 2019/12/22', '운동기질환 기타 2019/12/07', '운동기질환 기타 2019/12/06', '운동기질환 기타 2019/10/27', '운동기질환 기타 2019/10/26', '운동기질환 기타 2019/09/05', '운동기질환 기타 2019/04/18', '운동기질환 기타 2019/04/06', '복대상 2019/03/15', '복대상 2019/03/14', '낭치 2019/03/02', '정치 2019/03/02']","['제5 2019/12/22 ~ 2020/06/02', '제6 2019/04/25 ~ 2019/12/21', '미 2019/02/27 ~ 2019/04/24']",['망사눈가면 2019/05/05~'],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,15전 (4/2/3/2/1),단승 : 26.7%      복승 : 40.0%      연승 : 60.0%
683,,"['우전내측근위종자골염 2021/03/06', '우중수부계인대염 2021/03/06', '우전지파행 2021/03/05', '우전지파행 2021/03/04', '마체검사 2021/01/23', '우중수부계인대염 2020/01/22', '우전지파행 2020/01/20', '우전지파행 2020/01/19', '우전지파행 2020/01/18', '우전지파행 2020/01/13', '우전지파행 2020/01/12', '우전지파행 2020/01/11', '좌전지파행 2019/10/27', '운동기질환 기타 2019/09/08', '우전지파행 2019/09/01', '운동기질환 기타 2019/08/31', '운동기질환 기타 2019/07/11', '운동기질환 기타 2019/07/10', '운동기질환 기타 2019/07/08', '운동기질환 기타 2019/07/07', '마체검사 2019/03/31', '우전지파행 2018/08/05', '우전지파행 2018/08/04', '우전지파행 2018/08/03', '좌전지파행 2018/01/15', '좌전지파행 2018/01/14', '식도내 이물질 2018/01/14', '인푸렌자예방접종 2017/11/08', '선역예방접종 2017/11/08', '좌전내측근위종자골기저부골절 2017/03/06', '좌전내측근위종자골기저부골절 2017/03/05', '좌전지파행 2016/12/26', '좌전지파행 2016/12/25', '운동기질환 기타 2016/10/30', '우전지파행 2016/09/04', '우전지파행 2016/09/03', '운동기질환 기타 2016/07/16', '운동기질환 기타 2016/07/15', '운동기질환 기타 2016/07/14', '우전지파행 2016/03/06', '우전지파행 2016/03/05', '우전지파행 2016/02/15', '우전지파행 2016/02/14', '우전지파행 2016/02/13', '좌전지파행 2015/12/14', '낭치 2015/12/13', '좌전지파행 2015/12/13', '좌전지파행 2015/12/12', '감기 2015/09/07', '감기 2015/07/16', '감기 2015/07/15', '감기 2015/07/13']","['제2 2020/01/01 ~ 2021/03/10', '제1 2019/09/22 ~ 2019/12/31', '제2 2018/08/26 ~ 2019/09/21', '제1 2015/08/22 ~ 2018/08/25', '신 2015/08/13 ~ 2015/08/21', '미 2015/07/01 ~ 2015/08/12']","['망사눈가면 2019/06/30~', '계란형큰고리재갈 2019/05/26~']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,52전 (6/6/9/7/6),단승 : 11.5%      복승 : 23.1%      연승 : 40.4%
684,"60,000천원(개별)","['운동기질환 기타 2021/11/20', '운동기질환 기타 2021/04/18', '소화기 질환 기타 2021/04/17', '운동기질환 기타 2020/08/22', '운동기질환 기타 2020/08/21', '운동기질환 기타 2019/12/09', '운동기질환 기타 2019/12/08', '운동기질환 기타 2019/12/07', '감기 2019/10/07', '감기 2019/10/06', '감기 2019/10/05', '감기 2019/09/30', '감기 2019/09/28', '소화기 질환 기타 2019/09/01', '운동기질환 기타 2019/08/31', '감기 2019/08/09', '감기 2019/08/08', '좌전지파행 2019/06/10', '좌전지파행 2019/06/09', '정치 2019/05/23', '감기 2019/04/18']","['제1 2023/09/10 ~ 현재', '제2 2022/01/01 ~ 2023/09/09', '제1 2021/12/19 ~ 2021/12/31', '제2 2020/11/15 ~ 2021/12/18', '제3 2019/09/29 ~ 2020/11/14', '제4 2019/09/01 ~ 2019/09/28', '제5 2019/06/09 ~ 2019/08/31', '제6 2019/05/09 ~ 2019/06/08', '미 2019/03/27 ~ 2019/05/08']","['구각자극판 2023/07/23~', '가지재갈 2021/12/05~2023/01/14', '눈가면 2021/12/05~2023/07/23', '계란형큰고리재갈 2020/08/16~2021/12/05', '눈가면 2020/06/27~2020/07/19', '눈가면 2019/08/25~2019/12/01']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,4전 (3/1/0/0/0),단승 : 75.0%      복승 : 100.0%      연승 : 100.0%
685,,"['좌전지파행 2019/11/04', '좌전지파행 2019/11/03']","['제5 2020/01/01 ~ 2020/04/01', '제4 2019/09/29 ~ 2019/12/31', '제5 2019/08/11 ~ 2019/09/28', '제6 2019/05/09 ~ 2019/08/10', '미 2019/03/28 ~ 2019/05/08']",['눈가면 2019/09/01~'],None,None,37전 (3/7/5/3/5),단승 : 8.1%      복승 : 27.0%      연승 : 40.5%
686,,['운동기질환 기타 2019/03/24'],"['한4 2019/05/09 ~ 2019/06/23', '미 2018/11/28 ~ 2019/05/08']","['봉개신동 (BONGGAESINDONG) ~', '고성동(8조) 한4~5세', '1전 (0/0/0/0/0) 0.0%~0.0%']",None,None,None,None
687,"7,000천원(개별)","['술후처치(거세술) 2017/09/23', '술후처치(거세술) 2017/09/22', '거세술 2017/09/21']","['제6 2018/08/26 ~ 2020/01/10', '제1 2018/03/23 ~ 2018/08/25', '신 2018/02/22 ~ 2018/03/22', '미 2017/08/09 ~ 2018/02/21']",[],56전 (4/5/8/7/12),단승 : 7.1%      복승 : 16.1%      연승 : 30.4%,10전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
688,자가생산,"['설열창 2019/02/23', '설열창 2019/02/22', '낭치 2019/02/21', '설열창 2019/02/21']","['제6 2019/05/09 ~ 2020/11/04', '미 2019/01/03 ~ 2019/05/08']",['망사눈가면 2019/06/09~'],36전 (6/2/0/0/1),단승 : 16.7%      복승 : 22.2%      연승 : 22.2%,28전 (1/3/4/8/6),단승 : 3.6%      복승 : 14.3%      연승 : 28.6%
689,"21,000천원(개별)","['좌전지파행 2022/01/19', '좌전지파행 2022/01/16', '우전지파행 2021/12/04', '임신검사 2021/08/21', '우전지파행 2021/02/28', '우전좌후지파행 2021/02/26', '우전좌후지파행 2021/02/25', '우전좌후지파행 2021/02/24', '감기 2020/11/22', '감기 2020/11/21', '기타임신검사(초음파) 2020/11/07', '우전굴건염 2020/08/05', '우전굴건염 2020/08/04', '우전굴건염 2020/08/02', '2차임신검사(초음파) 2020/06/26', '감기 2020/04/10', '감기 2020/04/09', '감기 2020/02/08', '감기 2020/02/07', '정치 2020/02/07', '감기 2020/02/06', '기타임신검사(초음파) 2020/01/22', '감기 2019/05/22', '감기 2019/05/20', '감기 2019/05/19', '감기 2019/05/18', '감기 2019/04/19', '감기 2019/04/18', '감기 2019/04/17', '낭치 2019/04/04', '정치 2019/04/04']","['제4 2022/01/01 ~ 2022/02/23', '제3 2021/10/24 ~ 2021/12/31', '제4 2021/09/12 ~ 2021/10/23', '제5 2020/11/22 ~ 2021/09/11', '제6 2019/05/09 ~ 2020/11/21', '미 2019/04/03 ~ 2019/05/08']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,17전 (5/3/1/2/0),단승 : 29.4%      복승 : 47.1%      연승 : 52.9%
690,"10,000천원(개별)","['순환기질환 기타 2017/08/05', '일본뇌염예방접종 2017/07/12', '선역예방접종 2017/07/12']","['제6 2018/08/26 ~ 2020/01/10', '제1 2017/09/23 ~ 2018/08/25', '신 2017/09/14 ~ 2017/09/22', '미 2017/07/12 ~ 2017/09/13']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,8전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
691,,"['기타임신검사(초음파) 2019/08/21', '기타임신검사(초음파) 2019/03/20']","['제5 2019/11/24 ~ 2020/07/07', '제6 2019/05/09 ~ 2019/11/23', '미 2019/03/03 ~ 2019/05/08']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,0전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
692,,"['운동기질환 기타 2019/07/21', '운동기질환 기타 2019/07/20', '좌전지파행 2019/05/12', '좌전지파행 2019/05/11', '우전지파행 2019/02/17', '우전지파행 2019/02/16', '감기 2018/07/07', '감기 2015/02/05', '감기 2015/02/04', '감기 2015/02/02', '감기 2015/01/31', '일,열사병 2014/06/30', '일,열사병 2014/06/29']","['제3 2020/01/01 ~ 2020/11/26', '제2 2019/07/23 ~ 2019/12/31', '제3 2018/08/26 ~ 2019/07/22', '제1 2014/07/19 ~ 2018/08/25', '신 2014/06/26 ~ 2014/07/18', '미 2014/05/28 ~ 2014/06/25']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,24전 (1/2/3/1/3),단승 : 4.2%      복승 : 12.5%      연승 : 25.0%
693,"30,000천원(개별)",[],"['제5 2019/08/04 ~ 2020/07/22', '제6 2019/05/16 ~ 2019/08/03', '미 2019/04/10 ~ 2019/05/15']",[],None,None,6전 (3/0/1/1/0),단승 : 50.0%      복승 : 50.0%      연승 : 66.7%
694,"15,000천원(개별)","['좌전지파행 2021/04/04', '좌전지파행 2021/04/03', '좌전지파행 2020/07/12', '좌전지파행 2020/07/11', '정치 2020/02/26', '좌전지파행 2020/01/20', '좌전지파행 2020/01/19']","['제4 2023/10/10 ~ 현재', '제5 2023/07/30 ~ 2023/10/09', '제4 2023/06/18 ~ 2023/07/29', '제5 2020/01/01 ~ 2023/06/17', '제4 2019/11/24 ~ 2019/12/31', '제5 2019/11/03 ~ 2019/11/23', '제6 2019/05/16 ~ 2019/11/02', '미 2019/03/27 ~ 2019/05/15']","['눈가면 2022/07/17~2023/03/18', '계란형큰고리재갈 2022/07/17~2022/09/07']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,15전 (3/0/2/0/2),단승 : 20.0%      복승 : 20.0%      연승 : 33.3%
695,,"['인푸렌자예방접종 2017/11/29', '선역예방접종 2017/11/29', '술후처치(거세술) 2016/08/06', '술후처치(거세술) 2016/08/05', '거세술 2016/08/04', '좌전지파행 2016/07/03', '좌전지파행 2016/07/02', '좌전지파행 2016/07/01']","['제5 2020/01/01 ~ 2020/09/17', '제4 2019/10/06 ~ 2019/12/31', '제5 2018/10/21 ~ 2019/10/05', '제1 2017/06/03 ~ 2018/10/20', '신 2017/05/25 ~ 2017/06/02', '미 2016/06/23 ~ 2017/05/24']",['눈가면 2017/05/28~'],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,23전 (4/4/4/3/3),단승 : 17.4%      복승 : 34.8%      연승 : 52.2%
696,,"['좌전지파행 2022/08/13', '좌전지파행 2022/08/12', '좌전지파행 2022/07/31', '좌전구절염 2022/07/30', '좌전지파행 2022/07/30', '좌전구절염 2022/07/24', '좌전지파행 2022/07/24', '좌전구절염 2022/07/23', '좌전지파행 2022/07/23', '좌후지 부종 2022/07/07', '우전지파행 2022/04/24', '우전지교돌상 2022/04/24', '우전지파행 2022/04/23', '우전지교돌상 2022/04/23', '우전지파행 2022/02/13', '우전지교돌상 2022/02/13', '우전지파행 2022/02/12', '우전지교돌상 2022/02/12', '좌전지파행 2021/12/19', '좌전지파행 2021/12/18', '좌전지파행 2021/10/16', '좌전지파행 2021/10/15', '좌전지파행 2021/10/10', '좌전지파행 2021/10/09', '미부 결손창 2021/07/23', '우중족부찰과상 2021/07/23', '미부 결손창 2021/07/10', '우중족부찰과상 2021/07/10', '미부 결손창 2021/07/09', '우중족부찰과상 2021/07/09', '미부 결손창 2021/07/08', '우중족부찰과상 2021/07/08', '미부 결손창 2021/07/07', '우중족부찰과상 2021/07/07', '미부 결손창 2021/07/04', '우중족부찰과상 2021/07/04', '미부 결손창 2021/07/03', '우중족부찰과상 2021/07/03', '미부 결손창 2021/07/02', '우중족부찰과상 2021/07/02', '미부 결손창 2021/07/01', '우중족부찰과상 2021/07/01', '미부 결손창 2021/06/30', '우중족부찰과상 2021/06/30', '우중족부찰과상 2021/06/13', '우중족부찰과상 2021/05/26', '우중족부찰과상 2021/05/23', '우중족부찰과상 2021/05/22', '우중족부찰과상 2021/05/21', '우중족부찰과상 2021/05/16', '우중족부찰과상 2021/05/15', '우중족부찰과상 2021/05/14', '우중족부찰과상 2021/05/13', '우전지파행 2020/12/13', '우전지파행 2020/11/15', '우전지파행 2020/11/14', '좌전지파행 2020/10/24', '좌전지파행 2020/10/23', '좌전지파행 2020/08/21', '좌전지파행 2020/08/20', '좌전지파행 2020/08/07', '좌전지파행 2020/08/06', '좌전지파행 2020/06/26', '좌전지파행 2020/06/06', '좌전지파행 2020/06/05', '감기 2020/04/19', '감기 2020/04/18', '감기 2020/04/13', '좌전지파행 2020/02/16', '좌전지파행 2020/02/15', '좌전지파행 2020/02/14', '좌전지파행 2020/02/09', '좌전지파행 2020/02/08', '좌전지파행 2020/01/20', '좌전지파행 2020/01/19', '좌전지파행 2020/01/18', '좌전지파행 2019/12/16', '좌전지파행 2019/12/15', '좌전지파행 2019/12/14', '좌전지파행 2019/11/15', '좌전지파행 2019/11/14', '좌전지파행 2019/11/13', '좌전지파행 2019/10/14', '좌전지파행 2019/10/13', '좌전지파행 2019/10/12', '좌전지파행 2019/09/23', '좌전지파행 2019/09/21', '좌전지파행 2019/08/21', '좌전지파행 2019/08/18', '좌전지파행 2019/08/17', '소화기 질환 기타 2019/06/21', '소화기 질환 기타 2019/06/20', '운동기질환 기타 2019/05/26', '운동기질환 기타 2019/05/25', '운동기질환 기타 2019/05/09', '좌전내측근위종자골기저부골절 2018/10/14', '좌전내측근위종자골기저부골절 2018/10/13', '운동기질환 기타 2018/09/17', '운동기질환 기타 2018/09/15', '운동기질환 기타 2018/08/05', '운동기질환 기타 2018/08/04', '운동기질환 기타 2018/07/08', '운동기질환 기타 2018/06/10', '운동기질환 기타 2018/06/09', '운동기질환 기타 2018/05/26', '운동기질환 기타 2018/05/13', '운동기질환 기타 2018/04/22', '운동기질환 기타 2018/04/21', '운동기질환 기타 2018/03/26', '운동기질환 기타 2018/03/25', '운동기질환 기타 2018/01/01', '운동기질환 기타 2017/12/31', '운동기질환 기타 2017/10/22', '운동기질환 기타 2017/10/21', '소화기 질환 기타 2017/10/01', '소화기 질환 기타 2017/09/30', '운동기질환 기타 2017/07/06', '운동기질환 기타 2017/07/05', '운동기질환 기타 2017/07/02', '운동기질환 기타 2017/07/01', '식이성 식욕부진 2017/05/21', '식이성 식욕부진 2017/05/20', '기타임신검사(초음파) 2017/05/14', '일본뇌염예방접종 2017/05/03', '선역예방접종 2017/05/03', '기타임신검사(초음파) 2016/05/15', '좌전지파행 2016/05/12', '낭치 2016/05/04', '정치 2016/05/04']","['한1 2017/05/21 ~ 2022/12/23', '한2 2017/03/26 ~ 2017/05/20', '한3 2016/08/05 ~ 2017/03/25', '미 2016/07/21 ~ 2016/08/04', '미 2016/04/27 ~ 2016/07/20']","['송악찬가 (SONGAKCHANGA) 104~박경식', '외부마(88조) 한1~9세', '52전 (9/7/5/13/2) 17.3%~30.8%']",None,None,None,None
697,,"['양전구절만성증식성활막염 2020/11/13', '좌전양측근위종자골염 2020/11/13', '우전지파행 2019/06/29', '우전지파행 2019/06/28', '운동기질환 기타 2018/08/31', '운동기질환 기타 2018/08/30', '운동기질환 기타 2018/08/26', '우전지파행 2018/06/25', '우전지파행 2018/06/24', '우전지파행 2018/06/23', '인푸렌자예방접종 2017/11/15', '선역예방접종 2017/11/15', '일본뇌염예방접종 2017/08/30', '선역예방접종 2017/08/30', '우전지파행 2017/04/10', '우전지파행 2017/04/09', '정치 2017/03/31', '인푸렌자예방접종 2017/03/22', '감기 2015/02/02', '감기 2015/01/30', '감기 2015/01/29', '감기 2015/01/28', '좌전지파행 2015/01/18', '좌전지파행 2015/01/17', '좌전지파행 2015/01/16', '낭치 2015/01/04', '정치 2015/01/04', '좌전지파행 2014/02/09', '양전지파행 2014/01/18', '우전지파행 2013/11/23', '양전지파행 2013/08/18', '좌전지파행 2013/07/20', '우전지파행 2013/05/26', '좌전지파행 2013/04/29', '좌전지파행 2013/04/28', '양전지파행 2013/03/10', '좌전지파행 2013/02/03', '우전지파행 2012/10/21', '우전지파행 2012/10/20', '우전지파행 2012/09/01']","['제2 2020/01/01 ~ 2020/12/04', '제1 2012/09/02 ~ 2019/12/31', 'C2 2012/06/24 ~ 2012/09/01', 'C3 2012/06/02 ~ 2012/06/23', '신 2012/05/24 ~ 2012/06/01', '미 2012/04/18 ~ 2012/05/23']","['망사눈가면 2015/01/18~2015/11/08', '눈가면 2013/10/06~2014/01/12']",23전 (13/3/0/2/0),단승 : 56.5%      복승 : 69.6%      연승 : 69.6%,27전 (2/4/4/3/1),단승 : 7.4%      복승 : 22.2%      연승 : 37.0%
698,"4,500천원(개별)","['낭치 2019/04/26', '정치 2019/04/26', '좌전지파행 2019/01/07', '좌전지파행 2019/01/06']","['한4 2019/05/16 ~ 2019/06/23', '미 2018/11/28 ~ 2019/05/15']","['신비낭자 (SINBINANGJA) ~진창배', '강대은(3조) 한4~3세', '2전 (0/0/0/0/1) 0.0%~0.0%']",None,None,None,None
699,"3,000천원(개별)","['우전완부 열창 2018/07/18', '우전완부 열창 2018/07/16', '우전완부 열창 2018/07/14', '우전완부 열창 2018/07/12']","['한4 2019/05/09 ~ 2020/04/01', '미 2018/07/11 ~ 2019/05/08']","['색달기백 (SAEKDALGIBAEK) ~강승호', '외부마(88조) 한4~3세', '2전 (0/0/0/0/0) 0.0%~0.0%']",None,None,None,None
700,매입,"['좌전지파행 2019/06/08', '좌전지파행 2019/06/05', '좌전지파행 2019/06/01', '좌전지파행 2019/05/31', '좌전지파행 2019/05/27', '좌전지파행 2019/05/26']","['한4 2019/05/16 ~ 2019/06/20', '미 2019/03/13 ~ 2019/05/15']","['광아의질주 (GWANGAUIJILJU) ~손광섭', '이태용(12조) 한4~6세', '1전 (0/0/0/0/0) 0.0%~0.0%']",None,None,None,None
701,"55,000천원(개별)","['우상안검찰과상 2022/09/25', '우상안검찰과상 2022/09/23', '운동기질환 기타 2021/08/27', '운동기질환 기타 2021/08/26', '좌후지파행 2021/08/22', '좌후지파행 2021/08/21', '안상 2021/02/07', '안상 2021/02/06', '안상 2021/02/05', '운동기질환 기타 2020/11/14', '좌전지파행 2020/10/31', '우전지파행 2020/10/14', '우전지파행 2020/10/13', '우전지파행 2020/02/15', '우전지파행 2020/02/14', '우전지파행 2020/02/13', '운동기질환 기타 2019/09/29', '운동기질환 기타 2019/09/28', '감기 2019/06/07', '감기 2019/06/05', '감기 2019/05/29', '감기 2019/05/26', '감기 2019/05/03', '감기 2019/05/02', '감기 2019/04/29']","['제3 2022/08/07 ~ 현재', '제4 2022/01/23 ~ 2022/08/06', '제3 2020/11/15 ~ 2022/01/22', '제4 2020/02/02 ~ 2020/11/14', '제5 2020/01/01 ~ 2020/02/01', '제4 2019/11/17 ~ 2019/12/31', '제5 2019/11/03 ~ 2019/11/16', '제6 2019/05/09 ~ 2019/11/02', '미 2019/03/27 ~ 2019/05/08']","['계란형큰고리재갈 2022/01/09~2022/11/27', '눈가면 2019/05/19~']",11전 (3/4/0/0/0),단승 : 27.3%      복승 : 63.6%      연승 : 63.6%,None,None
702,"18,000천원(개별)","['식이성 식욕부진 2023/07/30', '좌전지파행 2021/10/16', '좌전지파행 2021/10/15', '좌전지파행 2021/10/14', '좌전지파행 2021/07/25', '좌전지파행 2021/07/24', '재료판매 2021/07/24', '좌전지파행 2021/07/23', '좌전지파행 2021/07/03', '좌전지파행 2021/07/02', '좌전지파행 2021/06/27', '좌전지파행 2021/06/26', '좌전지파행 2021/06/25', '운동기질환 기타 2021/06/04', '운동기질환 기타 2021/06/03', '감기 2019/11/04', '우후지파행 2019/11/04', '우후지파행 2019/11/03', '감기 2019/10/21', '감기 2019/10/19']","['제1 2022/08/21 ~ 현재', '제2 2022/01/01 ~ 2022/08/20', '제1 2021/10/31 ~ 2021/12/31', '제2 2021/01/30 ~ 2021/10/30', '제3 2020/02/02 ~ 2021/01/29', '제4 2020/01/01 ~ 2020/02/01', '제3 2019/11/17 ~ 2019/12/31', '제4 2019/08/25 ~ 2019/11/16', '제5 2019/06/30 ~ 2019/08/24', '제6 2019/05/16 ~ 2019/06/29', '미 2019/03/13 ~ 2019/05/15']","['눈가면 2019/06/09~', '계란형큰고리재갈 2019/06/09~2019/08/18']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,65전 (5/7/10/4/8),단승 : 7.7%      복승 : 18.5%      연승 : 33.8%
703,"15,000천원(개별)","['우전지파행 2019/08/30', '우전지파행 2019/08/29', '좌전지파행 2019/03/10', '감기 2019/02/15', '감기 2019/02/14', '감기 2019/02/13', '낭치 2019/01/05', '정치 2019/01/05']","['제6 2019/05/09 ~ 2021/06/30', '미 2019/01/02 ~ 2019/05/08']",['눈가면 2019/11/17~'],None,None,None,None
704,,"['좌전지파행 2019/03/15', '좌전지파행 2019/03/14']","['제6 2019/05/09 ~ 2020/07/22', '미 2019/02/27 ~ 2019/05/08']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,8전 (0/2/0/0/0),단승 : 0.0%      복승 : 25.0%      연승 : 25.0%
705,,"['낭치 2019/03/29', '정치 2019/03/29']","['제6 2019/05/16 ~ 2020/07/22', '미 2019/01/16 ~ 2019/05/15']",['눈가면 2019/05/19~'],27전 (1/5/6/0/2),단승 : 3.7%      복승 : 22.2%      연승 : 44.4%,18전 (8/3/1/3/1),단승 : 44.4%      복승 : 61.1%      연승 : 66.7%
706,,"['산통 2022/05/29', '재료판매 2022/05/29', '정치 2022/01/13', '재료판매 2022/01/13', '안상 2021/12/12', '안상 2021/12/11', '재료판매 2021/10/23', '우전지파행 2020/03/21', '운동기질환 기타 2020/03/20', '운동기질환 기타 2020/03/19', '운동기질환 기타 2019/12/15', '운동기질환 기타 2019/12/14', '운동기질환 기타 2019/11/24', '운동기질환 기타 2019/11/23', '운동기질환 기타 2019/11/22', '운동기질환 기타 2019/11/17', '운동기질환 기타 2019/11/16', '운동기질환 기타 2019/09/23', '좌전지파행 2019/09/09', '좌전지파행 2019/09/08', '좌전지파행 2019/09/07', '좌전지파행 2019/01/30', '좌전지파행 2019/01/28', '좌전지파행 2019/01/27', '좌전지파행 2019/01/16', '좌전지파행 2019/01/14', '우후구절특발성활막염(구건연종) 2018/10/07', '우후구절특발성활막염(구건연종) 2018/10/06', '우후구절특발성활막염(구건연종) 2018/10/05', '우후구절특발성활막염(구건연종) 2018/10/04', '우후구절특발성활막염(구건연종) 2018/09/29', '우후구절특발성활막염(구건연종) 2018/09/28', '우후구절특발성활막염(구건연종) 2018/09/27', '운동기질환 기타 2018/09/17', '운동기질환 기타 2018/09/16', '산통 2018/07/23', '산통 2018/07/22', '산통 2018/07/21', '산통 2018/07/20', '산통 2018/07/19', '운동기질환 기타 2018/07/06', '운동기질환 기타 2018/07/05', '운동기질환 기타 2018/07/04', '좌전지파행 2018/06/11', '좌전지파행 2018/06/10', '좌전지파행 2018/05/24', '좌전지파행 2018/05/23', '좌전지파행 2018/05/21', '좌전지파행 2018/05/20', '양전지파행 2018/03/12', '양전지파행 2018/03/11', '양전지파행 2018/03/10', '인푸렌자예방접종 2017/10/18', '좌전지파행 2017/06/10', '좌전지파행 2017/06/09', '운동기질환 기타 2017/05/21', '운동기질환 기타 2017/05/20', '양전지파행 2017/05/08', '양전지파행 2017/05/07', '술후처치(거세술) 2016/02/11', '술후처치(거세술) 2016/02/04', '술후처치(거세술) 2016/02/03', '술후처치(거세술) 2016/02/01', '거세술 2016/01/31', '감기 2015/06/22', '감기 2015/06/19', '감기 2015/06/18', '감기 2015/06/17', '감기 2015/06/15', '감기 2015/06/11', '감기 2015/06/10', '감기 2015/06/08', '낭치 2015/05/21', '정치 2015/05/21']","['제3 2022/05/01 ~ 2023/01/12', '제4 2022/01/01 ~ 2022/04/30', '제3 2018/09/02 ~ 2021/12/31', '제4 2018/08/26 ~ 2018/09/01', '제1 2015/08/29 ~ 2018/08/25', '미 2015/08/20 ~ 2015/08/28', '미 2015/05/13 ~ 2015/08/19']","['눈가면 2017/01/15~2017/11/19', '가지재갈 2016/01/17~2017/01/15', '눈가면 2015/11/29~2016/01/31', '가지재갈 2015/08/23~2015/11/08']",None,None,None,None
707,"30,000천원(개별)","['소화기 질환 기타 2021/07/10', '우전지파행 2021/05/08', '양전지파행 2020/08/20', '운동기인성 피로회복 2019/11/03', '좌전지파행 2019/07/01', '좌전지파행 2019/06/30', '낭치 2019/04/11', '정치 2019/04/11']","['제1 2022/04/10 ~ 현재', '제2 2022/01/01 ~ 2022/04/09', '제1 2021/08/29 ~ 2021/12/31', '제2 2020/06/28 ~ 2021/08/28', '제3 2019/09/22 ~ 2020/06/27', '제4 2019/06/30 ~ 2019/09/21', '제5 2019/06/23 ~ 2019/06/29', '제6 2019/05/23 ~ 2019/06/22', '미 2019/04/03 ~ 2019/05/22']",[],56전 (4/5/8/7/12),단승 : 7.1%      복승 : 16.1%      연승 : 30.4%,30전 (8/3/7/2/4),단승 : 26.7%      복승 : 36.7%      연승 : 60.0%
